ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a_sum_1,a_sum_2,a_sum_3,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5,u_sum_1,u_sum_2,t_sum_1,t_sum_2,s_sum_1
81797513,Женщина,46,Город с численностью от 50 тысяч до 100 тысяч,Высшее,20 + лет,1-3 года,Обслуживание;,До 500 человек,менеджер,50,60 000 — 100 000,Нет,25.598357768055855,24.20893854280128,24.194793060781294,23,17,9,13,8,11,17,16,11,15,23,5,5,34,36,22
81797335,Женщина,35,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Торговля;,До 50 человек,Директор,70,60 000 — 100 000,Нет,20.387345415312605,21.750518750972525,16.38860129794702,18,17,9,16,8,15,13,16,13,14,20,5,11,25,25,23
81797328,Мужчина,54,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,10-15 лет,Другое,До 500 человек,мастер,80,30 000 — 60 000,Нет,11.169906532031542,17.171876385176592,22.671346683164565,18,15,9,15,10,10,8,14,9,12,15,9,14,36,33,14
81797253,Мужчина,47,Город с численностью от 50 тысяч до 100 тысяч,Среднее общее (11 классов),20 + лет,1-3 года,Производство;,До 500 человек,Инженер электронщик,80,15 000 — 30 000,Затрудняюсь ответить,5.48857564413802,13.833679167315019,4.111891113860761,13,14,7,13,7,8,9,13,11,11,15,7,15,29,30,15
81797249,Женщина,55,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,20 + лет,Медицина;,1000+ человек,акушер,100,30 000 — 60 000,Да,9.313816505158815,20.111586746558483,18.029973990555796,14,15,8,15,9,9,4,9,4,6,15,14,19,27,20,15
81797224,Женщина,32,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,3-5 лет,"Продажи, закупки;",До 50 человек,менеджер по продажам,30000,30 000 — 60 000,Нет,15.603210375003517,16.723645552748224,23.671346683164565,21,20,9,19,6,8,12,17,9,13,22,5,10,31,25,32
81797151,Женщина,43,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Медицина;,До 50 человек,врач акушер гинеколог,40,30 000 — 60 000,Затрудняюсь ответить,14.260118627582926,22.539839933870493,21.253756218277317,20,20,10,20,11,11,11,10,7,13,18,9,13,30,29,22
81797150,Женщина,49,Город с численностью от 50 тысяч до 100 тысяч,Высшее,20 + лет,0-1 года,Медицина;,До 1000 человек,Заместитель директора,100,200 000 — 400 000,Нет,24.694735389933605,23.419617359903313,27.253756218277317,20,14,6,18,7,7,16,20,14,15,23,5,5,22,22,27
81797022,Женщина,29,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Производство;,1000+ человек,специалист по охране труда,30000,15 000 — 30 000,Да,14.84992450054636,15.522755421362161,24.671346683164565,8,11,9,13,9,7,5,11,3,9,12,16,20,41,26,14
81796905,Женщина,47,Город с численностью менее 50 тысяч,Высшее,20 + лет,1-3 года,Другое,До 500 человек,начальник абонентского отдела,100,30 000 — 60 000,Затрудняюсь ответить,17.27811473235922,15.502777776245805,14.388601297947021,13,12,8,11,6,8,8,12,8,9,15,16,15,21,30,19
81796796,Мужчина,47,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,0-1 года,Торговля;,До 500 человек,инспектор опп,90,15 000 — 30 000,Нет,12.07352891015379,12.255036801519083,21.141865104416553,12,14,6,15,9,7,8,12,10,14,16,9,11,39,29,10
81796575,Женщина,31,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),0-1 года,0-1 года,Другое,До 50 человек,швея,7,0 — 15 000,Нет,20.055823242130494,24.20893854280128,27.78323779702533,24,19,12,20,5,4,6,20,9,15,25,5,9,37,25,8
81796554,Женщина,35,Город с численностью жителей миллион и более человек,Неоконченное высшее,15-20 лет,5-10 лет,"Финансы, бухгалтерия, банки;",До 50 человек,начальник отдела,80,15 000 — 30 000,Да,15.356496249460676,14.833679167315019,13.971010833059772,21,14,8,15,12,12,10,16,11,15,23,6,9,24,33,28
81796419,Мужчина,38,Санкт-Петербург,Основное общее (9 классов),15-20 лет,5-10 лет,Торговля;,1000+ человек,Сотрудник безопасности,75,60 000 — 100 000,Да,17.260118627582926,18.08142014204174,19.66531148203328,19,14,8,18,10,9,11,15,10,14,22,6,15,38,33,28
81796332,Мужчина,34,Город с численностью жителей миллион и более человек,Неоконченное высшее,5-10 лет,1-3 года,"Маркетинг, реклама, PR;",До 500 человек,курьер,50,60 000 — 100 000,Нет,11.724010632195382,14.733434238464195,19.141865104416553,12,17,7,15,8,10,18,17,12,13,13,14,14,35,30,21
81796186,Женщина,45,Москва,Высшее,20 + лет,1-3 года,Обслуживание;,1000+ человек,начальник отдела,100,150 000 — 200 000,Нет,21.887490633689104,24.20893854280128,27.78323779702533,22,19,8,16,11,10,20,20,15,15,25,5,7,40,34,30
81796023,Мужчина,42,Город с численностью от 50 тысяч до 100 тысяч,Два и более высших и/или научная степень,20 + лет,0-1 года,Производство;,1000+ человек,слесарь,45,30 000 — 60 000,Нет,19.38091888477479,23.419617359903313,25.724274639529305,17,19,12,20,9,11,15,19,12,14,22,10,13,37,34,29
81795826,Мужчина,46,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,3-5 лет,0-1 года,Производство;,До 500 человек,Аппаратчик,100,30 000 — 60 000,Затрудняюсь ответить,7.48857564413802,13.944113055566227,17.029973990555796,17,15,8,13,8,9,14,17,11,12,18,14,18,36,26,28
81795766,Женщина,52,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,Медицина;,До 500 человек,врач,50,60 000 — 100 000,Нет,18.260118627582926,15.603022705096627,19.029973990555796,17,12,8,14,11,10,10,12,9,9,20,10,16,31,27,21
81795660,Женщина,47,Москва,Высшее,20 + лет,20 + лет,Обслуживание;,До 50 человек,делопроизводитель,80,15 000 — 30 000,Да,15.325647083608745,17.191854030292948,21.088937148051816,16,13,6,14,10,9,4,11,7,8,16,16,17,38,25,17
81795626,Женщина,27,Город с численностью от 100 тысяч до 500 тысяч,Высшее,3-5 лет,3-5 лет,Другое,До 500 человек,Химик-технолог,7500,15 000 — 30 000,Нет,19.013404502040082,19.750518750972525,19.559455569303807,21,17,10,18,12,14,11,14,11,14,14,13,17,32,29,12
